it,ft,bt,transmission,ownerNo,oem,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,Seats_1,Color,Gear Box,Drive Type,City
0,Diesel,Pickup Trucks,Manual,1,Isuzu,Isuzu D-Max,2016,₹ 14.90 Lakh,Comprehensive,"75,210 Kms",12.4 kmpl,2499 CC,5,Brown,,,Jaipur
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Wagon R,2017,₹ 3.79 Lakh,Third Party insurance,"69,159 Kms",20.51 kmpl,998 CC,5,Silver,,,Jaipur
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti A-Star,2011,₹ 2.53 Lakh,Third Party insurance,"56,992 Kms",16.98 kmpl,998 CC,5,Silver,,,Jaipur
0,Diesel,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2015,₹ 2.95 Lakh,Third Party insurance,"1,20,000 Kms",26.59 kmpl,1248 CC,5,White,,,Jaipur
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,₹ 4.95 Lakh,Comprehensive,"28,500 Kms",18.9 kmpl,1197 CC,5,Silver,,,Jaipur
0,Petrol,Hatchback,Manual,2,Skoda,Skoda Fabia,2010,₹ 2 Lakh,Third Party insurance,"1,00,000 Kms",17.5 kmpl,1198 CC,5,Others,,,Jaipur
0,Diesel,Hatchback,Manual,5,Hyundai,Hyundai i20,2012,₹ 1.75 Lakh,Third Party insurance,"90,000 Kms",21.9 kmpl,1396 CC,5,Others,,,Jaipur
0,Diesel,Hatchback,Manual,5,Hyundai,Hyundai i20,2012,₹ 1.75 Lakh,Third Party insurance,"90,000 Kms",21.9 kmpl,1396 CC,5,Others,,,Jaipur
0,Diesel,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2014,₹ 3.22 Lakh,Comprehensive,"76,164 Kms",24 kmpl,1120 CC,5,Others,,,Jaipur
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Alto K10,2016,₹ 3.38 Lakh,Third Party insurance,"75,196 Kms",23.95 kmpl,998 CC,5,Others,,,Jaipur
0,Diesel,SUV,Automatic,3,Mahindra,Mahindra XUV500,2016,₹ 6.80 Lakh,Third Party insurance,"50,000 Kms",16 kmpl,2179 CC,7,Others,,,Jaipur
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2017,₹ 2.73 Lakh,Third Party,"51,759 Kms",22.05 kmpl,796 CC,5,Red,,,Jaipur
0,Petrol,Hatchback,Manual,2,Tata,Tata Tiago,2019,₹ 4.73 Lakh,Third Party insurance,"1,05,021 Kms",23.84 kmpl,1199 CC,5,White,,,Jaipur
0,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2010,₹ 1.50 Lakh,Third Party insurance,"1,20,000 Kms",16.2 kmpl,1599 CC,5,Black,,,Jaipur
0,Diesel,SUV,Manual,2,Tata,Tata Safari Storme,2016,₹ 6 Lakh,Third Party insurance,"90,000 Kms",14.1 kmpl,2179 CC,7,Others,,,Jaipur
0,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2021,₹ 10 Lakh,Third Party insurance,"80,000 Kms",,2179 CC,7,Others,,,Jaipur
0,Petrol,SUV,Manual,2,Mahindra,Mahindra Thar,2021,₹ 13.70 Lakh,Third Party insurance,"30,000 Kms",15.2 kmpl,1997 CC,4,Others,,,Jaipur
0,Petrol,SUV,Manual,1,Kia,Kia Sonet,2022,₹ 9.25 Lakh,Third Party insurance,"10,000 Kms",18.2 kmpl,998 CC,5,Black,,,Jaipur
0,Petrol,SUV,Manual,1,Volkswagen,Volkswagen Taigun,2022,₹ 13.50 Lakh,Third Party insurance,"20,000 Kms",20.08 kmpl,999 CC,5,Black,,,Jaipur
0,Petrol,Hatchback,Manual,3,Hyundai,Hyundai Getz,2007,"₹ 60,000 ",Third Party insurance,"1,10,000 Kms",15.3 kmpl,1341 CC,5,Silver,,,Jaipur
0,Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2020,₹ 6.50 Lakh,Third Party insurance,"40,000 Kms",22.41 kmpl,1197 CC,5,White,,,Jaipur
0,Petrol,Sedan,Manual,1,Honda,Honda City,2012,₹ 3.50 Lakh,Third Party insurance,"1,00,000 Kms",16.8 kmpl,1497 CC,5,Others,,,Jaipur
0,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV300,2022,₹ 13.70 Lakh,Third Party insurance,"10,000 Kms",20.1 kmpl,1497 CC,5,Others,,,Jaipur
0,Petrol,Hatchback,Manual,1,Toyota,Toyota Etios Liva,2013,₹ 2.95 Lakh,Third Party insurance,"60,000 Kms",17.71 kmpl,1197 CC,5,Others,,,Jaipur
0,Petrol,Hatchback,Manual,1,Maruti,Maruti 800,2008,"₹ 75,000 ",Third Party insurance,"50,000 Kms",16.1 kmpl,796 CC,4,Silver,,,Jaipur
0,Petrol,Sedan,Manual,2,Maruti,Maruti SX4,2007,"₹ 50,000 ",Third Party insurance,"1,20,000 Kms",15 kmpl,1586 CC,5,White,,,Jaipur
0,Diesel,Hatchback,Manual,3,Volkswagen,Volkswagen Polo,2013,₹ 2.40 Lakh,Third Party insurance,"70,000 Kms",22.07 kmpl,1199 CC,5,Green,,,Jaipur
0,Diesel,Sedan,Manual,4,Honda,Honda Amaze,2016,₹ 3.20 Lakh,Third Party insurance,"1,00,000 Kms",27.4 kmpl,1498 CC,5,Silver,,,Jaipur
0,Petrol,Sedan,Automatic,1,Skoda,Skoda Octavia,2019,₹ 15 Lakh,Third Party insurance,"67,896 Kms",15.1 kmpl,1798 CC,5,Silver,,,Jaipur
0,Petrol,SUV,Manual,2,Renault,Renault Kiger,2021,₹ 7.45 Lakh,Third Party,"9,862 Kms",20.5 kmpl,999 CC,5,White,,,Jaipur
0,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2017,₹ 2.25 Lakh,Third Party insurance,"40,000 Kms",23.01 kmpl,999 CC,5,Others,,,Jaipur
0,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2019,₹ 3.32 Lakh,Third Party insurance,"37,478 Kms",22.25 kmpl,799 CC,5,Silver,,,Jaipur
0,Cng,Hatchback,Manual,1,Maruti,Maruti Alto 800,2021,₹ 4.15 Lakh,Third Party insurance,"32,972 Kms",31.59 km/kg,796 CC,4,Silver,,,Jaipur
0,Cng,Minivans,Manual,1,Maruti,Maruti Eeco,2022,₹ 6.55 Lakh,Third Party insurance,"30,000 Kms",20.88 km/kg,1196 CC,5,Others,,,Jaipur
0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,2022,₹ 7.75 Lakh,Comprehensive,"3,120 Kms",22.56 kmpl,1197 CC,5,Grey,,,Jaipur
0,Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Vento,2022,₹ 10.50 Lakh,Comprehensive,"20,972 Kms",17.69 kmpl,999 CC,5,Silver,,,Jaipur
0,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2018,₹ 4.75 Lakh,Third Party insurance,"60,000 Kms",18.78 kmpl,999 CC,5,Others,,,Jaipur
0,Diesel,Sedan,Manual,1,Hyundai,Hyundai Verna,2012,₹ 3.25 Lakh,Third Party insurance,"1,20,000 Kms",24.8 kmpl,1396 CC,5,White,,,Jaipur
0,Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2018,₹ 14 Lakh,Third Party insurance,"20,000 Kms",16 kmpl,1368 CC,5,Others,,,Jaipur
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai EON,2013,₹ 1.45 Lakh,Third Party insurance,"70,000 Kms",21.1 kmpl,814 CC,5,Others,,,Jaipur
0,Petrol,Sedan,Manual,3,Maruti,Maruti Swift Dzire,2012,₹ 2.50 Lakh,Third Party insurance,"80,000 Kms",19.1 kmpl,1197 CC,5,Others,,,Jaipur
0,Petrol,SUV,Automatic,1,Tata,Tata Nexon,2021,₹ 10.25 Lakh,Comprehensive,"38,323 Kms",16.35 kmpl,1199 CC,5,Black,,,Jaipur
0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2020,₹ 5 Lakh,Third Party insurance,"1,20,000 Kms",22.41 kmpl,1197 CC,5,White,,,Jaipur
0,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2019,₹ 3 Lakh,Third Party insurance,"40,000 Kms",25.17 kmpl,799 CC,5,Others,,,Jaipur
0,Petrol,Sedan,Automatic,1,Skoda,Skoda Superb,2020,₹ 30 Lakh,Third Party insurance,"50,000 Kms",15.1 kmpl,1984 CC,5,Others,,,Jaipur
0,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV300,2019,₹ 10 Lakh,Third Party insurance,"60,000 Kms",20 kmpl,1497 CC,5,Blue,,,Jaipur
0,Diesel,SUV,Automatic,1,Hyundai,Hyundai Santa Fe,2014,₹ 7.50 Lakh,Third Party insurance,"90,000 Kms",13.01 kmpl,2199 CC,7,White,,,Jaipur
0,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2016,₹ 4.60 Lakh,Zero Dep,"72,842 Kms",18.9 kmpl,1197 CC,5,White,,,Jaipur
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2018,₹ 4.30 Lakh,Third Party insurance,"16,338 Kms",20.51 kmpl,998 CC,5,White,,,Jaipur
0,Diesel,SUV,Manual,1,Kia,Kia Seltos,2020,₹ 15.25 Lakh,Comprehensive,"49,017 Kms",20.8 kmpl,1493 CC,5,Red,,,Jaipur
0,Lpg,Hatchback,Manual,2,Maruti,Maruti Wagon R,2010,₹ 1.40 Lakh,Third Party insurance,"80,000 Kms",17.3 kmpl,1061 CC,5,Others,,,Jaipur
0,Petrol,Hatchback,Manual,3,Tata,Tata Nano,2011,"₹ 55,000 ",Third Party insurance,"30,000 Kms",26 kmpl,624 CC,4,Others,,,Jaipur
0,Diesel,MUV,Manual,1,Toyota,Toyota Innova,2014,₹ 6.50 Lakh,Third Party insurance,"1,20,000 Kms",12.99 kmpl,2494 CC,7,Others,,,Jaipur
0,Diesel,Sedan,Automatic,1,Hyundai,Hyundai Verna,2019,₹ 11.40 Lakh,Comprehensive,"79,828 Kms",22 kmpl,1582 CC,5,Black,,,Jaipur
0,Diesel,Hatchback,Manual,2,Ford,Ford Figo,2014,₹ 1.90 Lakh,Third Party insurance,"1,20,000 Kms",20 kmpl,1399 CC,5,Gray,,,Jaipur
0,Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2016,₹ 4.50 Lakh,Third Party insurance,"59,000 Kms",16.2 kmpl,1199 CC,5,Silver,,,Jaipur
0,Petrol,Hatchback,Manual,4,Chevrolet,Chevrolet Beat,2011,₹ 1 Lakh,Third Party insurance,"1,20,000 Kms",18.6 kmpl,1199 CC,5,Others,,,Jaipur
0,Diesel,Hatchback,Manual,2,Maruti,Maruti Ritz,2010,₹ 2 Lakh,Third Party insurance,"90,000 Kms",21.1 kmpl,1248 CC,5,Others,,,Jaipur
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto K10,2012,₹ 2.45 Lakh,Third Party insurance,"40,000 Kms",20.92 kmpl,998 CC,5,White,,,Jaipur
0,Petrol,Sedan,Manual,1,Honda,Honda City,2010,₹ 3.40 Lakh,Comprehensive,"70,000 Kms",17 kmpl,1497 CC,5,White,,,Jaipur
0,Diesel,Pickup Trucks,Manual,1,Mahindra,Mahindra Bolero Camper,2022,₹ 10.40 Lakh,Third Party insurance,"10,000 Kms",,2523 CC,5,Others,,,Jaipur
0,Diesel,SUV,Manual,2,Mahindra,Mahindra Scorpio,2015,₹ 6 Lakh,Third Party insurance,"1,20,000 Kms",15.4 kmpl,2523 CC,9,Others,,,Jaipur
0,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2013,₹ 3.34 Lakh,Comprehensive,"52,034 Kms",18 kmpl,1198 CC,5,White,,,Jaipur
0,Petrol,Hatchback,Manual,2,Renault,Renault KWID,2015,₹ 2.43 Lakh,Comprehensive,"45,979 Kms",25.17 kmpl,799 CC,5,Red,,,Jaipur
0,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2019,₹ 6.10 Lakh,Third Party insurance,"10,000 Kms",19.5 kmpl,1199 CC,5,Others,,,Jaipur
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2013,₹ 3.49 Lakh,Comprehensive,"68,551 Kms",18.5 kmpl,1197 CC,5,Silver,,,Jaipur
0,Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2019,₹ 5.14 Lakh,Zero Dep,"68,766 Kms",23.84 kmpl,1199 CC,5,White,,,Jaipur
0,Diesel,SUV,Manual,1,Tata,Tata New Safari,2012,₹ 3 Lakh,Third Party insurance,"80,000 Kms",11.57 kmpl,2179 CC,7,Others,,,Jaipur
0,Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2020,₹ 7.25 Lakh,Third Party insurance,"20,000 Kms",22.41 kmpl,1197 CC,5,Others,,,Jaipur
0,Diesel,Sedan,Manual,2,Hyundai,Hyundai Verna,2016,₹ 4.60 Lakh,Third Party insurance,"1,20,000 Kms",23.9 kmpl,1582 CC,5,Others,,,Jaipur
0,Diesel,Sedan,Manual,2,Hyundai,Hyundai Verna,2015,₹ 4.50 Lakh,Third Party insurance,"1,20,000 Kms",22.32 kmpl,1582 CC,5,Others,,,Jaipur
0,Diesel,MUV,Manual,5,Mahindra,Mahindra Bolero,2010,₹ 3.20 Lakh,Third Party insurance,"1,20,000 Kms",13.6 kmpl,2523 CC,7,Others,,,Jaipur
0,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2019,₹ 8.50 Lakh,Comprehensive,"71,000 Kms",21.7 kmpl,1498 CC,5,White,,,Jaipur
0,Diesel,Sedan,Manual,1,Volkswagen,Volkswagen Vento,2014,₹ 5 Lakh,Comprehensive,"53,000 Kms",20.54 kmpl,1598 CC,5,Blue,,,Jaipur
0,Diesel,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2017,₹ 5.50 Lakh,Comprehensive,"75,000 Kms",20.14 kmpl,1498 CC,5,Brown,,,Jaipur
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2020,₹ 5.60 Lakh,Comprehensive,"23,573 Kms",21.79 kmpl,998 CC,5,White,,,Jaipur
0,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2018,₹ 8 Lakh,Comprehensive,"76,200 Kms",21.7 kmpl,1498 CC,5,White,,,Jaipur
0,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Santro Xing,2007,₹ 1.80 Lakh,Comprehensive,"85,000 Kms",17.8 kmpl,1086 CC,5,Silver,,,Jaipur
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2014,₹ 2.70 Lakh,Comprehensive,"62,000 Kms",24.39 kmpl,998 CC,5,Silver,,,Jaipur
0,Petrol,Sedan,Automatic,1,Hyundai,Hyundai Aura,2020,₹ 7.35 Lakh,Comprehensive,"16,603 Kms",20.1 kmpl,1197 CC,5,Grey,,,Jaipur
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai EON,2018,₹ 3.08 Lakh,Third Party,"43,571 Kms",21.1 kmpl,814 CC,5,Silver,,,Jaipur
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2020,₹ 3.80 Lakh,Zero Dep,"28,328 Kms",22.05 kmpl,796 CC,5,White,,,Jaipur
0,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2014,₹ 4.60 Lakh,Comprehensive,"1,15,000 Kms",28.4 kmpl,1248 CC,5,White,,,Jaipur
0,Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,₹ 6.57 Lakh,Comprehensive,"40,282 Kms",17.5 kmpl,1199 CC,5,Silver,,,Jaipur
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2016,₹ 2.55 Lakh,Comprehensive,"57,826 Kms",22.05 kmpl,796 CC,5,Silver,,,Jaipur
0,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2016,₹ 4.50 Lakh,Comprehensive,"85,400 Kms",18.78 kmpl,999 CC,5,Silver,,,Jaipur
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2014,₹ 4.80 Lakh,Comprehensive,"74,000 Kms",18.6 kmpl,1197 CC,5,Maroon,,,Jaipur
0,Diesel,SUV,Manual,1,Mahindra,Mahindra Bolero Power Plus,2018,₹ 8.25 Lakh,Comprehensive,"66,000 Kms",16.5 kmpl,1493 CC,7,White,,,Jaipur
0,Diesel,SUV,Automatic,1,Maruti,Maruti Vitara Brezza,2018,₹ 8.95 Lakh,Comprehensive,"65,580 Kms",24.3 kmpl,1248 CC,5,Silver,,,Jaipur
0,Diesel,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2014,₹ 4.50 Lakh,Comprehensive,"91,200 Kms",20.14 kmpl,1498 CC,5,Red,,,Jaipur
0,Diesel,SUV,Manual,2,Ford,Ford Ecosport,2015,₹ 5.90 Lakh,Comprehensive,"65,000 Kms",21.7 kmpl,1498 CC,5,White,,,Jaipur
0,Diesel,Hatchback,Manual,2,Hyundai,Hyundai i20,2017,₹ 6.70 Lakh,Comprehensive,"84,250 Kms",22.54 kmpl,1396 CC,5,Grey,,,Jaipur
0,Diesel,Hatchback,Manual,3,Maruti,Maruti Swift,2007,₹ 2.30 Lakh,Comprehensive,"93,155 Kms",17.8 kmpl,1248 CC,5,White,,,Jaipur
0,Diesel,Sedan,Automatic,2,BMW,BMW 3 Series,2014,₹ 14.25 Lakh,Comprehensive,"79,412 Kms",19.59 kmpl,1995 CC,5,Red,,,Jaipur
0,Diesel,Sedan,Manual,1,Skoda,Skoda Rapid,2019,₹ 8.10 Lakh,Not Available,"68,140 Kms",21.13 kmpl,1498 CC,5,White,,,Jaipur
0,Petrol,MUV,Automatic,1,Kia,Kia Carens,2022,₹ 17.90 Lakh,Comprehensive,"16,293 Kms",16.5 kmpl,1353 CC,6,Black,,,Jaipur
0,Diesel,Hatchback,Manual,2,Maruti,Maruti Ritz,2014,₹ 1.89 Lakh,Not Available,"79,883 Kms",23.2 kmpl,1248 CC,5,White,,,Jaipur
0,Diesel,SUV,Manual,1,Jeep,Jeep Compass,2020,₹ 18.90 Lakh,Comprehensive,"9,000 Kms",17.1 kmpl,1956 CC,5,White,,,Jaipur
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Getz,2007,"₹ 28,001 ",Not Available,"1,00,048 Kms",15 kmpl,1086 CC,5,Bright Silver,,,Jaipur
0,Diesel,Sedan,Manual,1,Honda,Honda Amaze,2014,₹ 2.70 Lakh,Not Available,"1,10,712 Kms",25.8 kmpl,1498 CC,5,Silver,,,Jaipur
0,Petrol,Hatchback,Automatic,1,Tata,Tata Tiago,2017,₹ 4.10 Lakh,Comprehensive,"67,653 Kms",23.84 kmpl,1199 CC,5,Silver,,,Jaipur
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2015,₹ 2.96 Lakh,Third Party insurance,"58,066 Kms",19.81 kmpl,1086 CC,5,Silver,,,Jaipur
0,Diesel,Sedan,Automatic,2,Jaguar,Jaguar XF,2017,₹ 23.50 Lakh,Comprehensive,"83,000 Kms",16.36 kmpl,2179 CC,5,Black,,,Jaipur
0,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2019,₹ 5.76 Lakh,Comprehensive,"71,053 Kms",19.5 kmpl,1199 CC,5,White,,,Jaipur
0,Diesel,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2018,₹ 6.23 Lakh,Comprehensive,"76,977 Kms",20.14 kmpl,1498 CC,5,Silver,,,Jaipur
0,Diesel,Hatchback,Manual,1,Tata,Tata Indica,2009,"₹ 80,000 ",Not Available,"1,50,729 Kms",18 kmpl,1248 CC,5,Porcelain White,,,Jaipur
0,Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz M-Class,2016,₹ 31.90 Lakh,Comprehensive,"1,15,000 Kms",15.26 kmpl,2143 CC,5,Blue,,,Jaipur
0,Diesel,MUV,Automatic,1,Kia,Kia Carens,2022,₹ 17.50 Lakh,Comprehensive,"15,000 Kms",,1493 CC,6,Grey,,,Jaipur
0,Petrol,Sedan,Manual,1,Honda,Honda New Accord,2007,"₹ 35,840 ",Not Available,"1,44,103 Kms",11.9 kmpl,2354 CC,5,Tafeta White,,,Jaipur
0,Petrol,Sedan,Manual,1,Honda,Honda Amaze,2022,₹ 7.50 Lakh,Not Available,"19,726 Kms",18.6 kmpl,1199 CC,5,Brown,,,Jaipur
0,Diesel,SUV,Automatic,1,Audi,Audi Q5,2013,₹ 17.65 Lakh,Third Party insurance,"60,267 Kms",14.16 kmpl,1968 CC,5,Black,,,Jaipur
0,Diesel,Sedan,Manual,1,Hyundai,Hyundai Elantra,2013,₹ 9 Lakh,Not Available,"1,20,931 Kms",22.7 kmpl,1582 CC,5,Coral White,,,Jaipur
0,Petrol,SUV,Manual,1,Tata,Tata Nexon,2022,₹ 9.50 Lakh,Not Available,"12,111 Kms",17.33 kmpl,1199 CC,5,Black,,,Jaipur
0,Diesel,Sedan,Manual,1,Chevrolet,Chevrolet Cruze,2016,₹ 4.50 Lakh,Not Available,"1,21,671 Kms",17.9 kmpl,1998 CC,5,Diamond White,,,Jaipur
0,Diesel,SUV,Automatic,1,Maruti,Maruti Vitara Brezza,2019,₹ 8.95 Lakh,Third Party insurance,"65,573 Kms",24.3 kmpl,1248 CC,5,Silver,,,Jaipur
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2009,₹ 2.50 Lakh,Not Available,"52,887 Kms",20.36 kmpl,1197 CC,5,Red,,,Jaipur
0,Petrol,SUV,Automatic,1,Honda,Honda CR-V,2015,₹ 12.85 Lakh,Comprehensive,"48,457 Kms",12 kmpl,2354 CC,5,Silver,,,Jaipur
0,Petrol,Hatchback,Manual,1,Nissan,Nissan Micra Active,2013,₹ 3.25 Lakh,Not Available,"51,088 Kms",19.49 kmpl,1198 CC,5,Brick Red,,,Jaipur
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2015,₹ 3.50 Lakh,Not Available,,20.51 kmpl,998 CC,5,Silver,,,Jaipur
0,Petrol,SUV,Manual,1,Kia,Kia Seltos,2021,₹ 13.90 Lakh,Comprehensive,"22,000 Kms",16.8 kmpl,1497 CC,5,White,,,Jaipur
0,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2018,₹ 8.23 Lakh,Zero Dep,"45,316 Kms",17 kmpl,1591 CC,5,Silver,,,Jaipur
0,Petrol,SUV,Automatic,1,Kia,Kia Seltos,2019,₹ 13.95 Lakh,Comprehensive,"16,858 Kms",16.5 kmpl,1353 CC,5,Red,,,Jaipur
0,Diesel,MUV,Manual,1,Toyota,Toyota Innova,2014,₹ 7.90 Lakh,Comprehensive,"1,05,000 Kms",12.99 kmpl,2494 CC,7,Grey,,,Jaipur
0,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2019,₹ 3.42 Lakh,Third Party,"31,850 Kms",22.25 kmpl,799 CC,5,Silver,,,Jaipur
0,Diesel,Sedan,Manual,1,Honda,Honda Amaze,2013,₹ 2.70 Lakh,Not Available,"1,35,213 Kms",25.8 kmpl,1498 CC,5,Carnelian Red Pearl,,,Jaipur
0,Diesel,Sedan,Manual,1,Honda,Honda Amaze,2014,₹ 3.58 Lakh,Not Available,"88,378 Kms",25.8 kmpl,1498 CC,5,Urban Titanium Metallic,,,Jaipur
0,Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,₹ 5 Lakh,Not Available,"1,91,867 Kms",26.59 kmpl,1248 CC,5,White,,,Jaipur
0,Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2012,₹ 4.10 Lakh,Not Available,"65,808 Kms",23.4 kmpl,1248 CC,5,Silky silver,,,Jaipur
0,Petrol,SUV,Manual,1,Nissan,Nissan Magnite,2021,₹ 6.50 Lakh,Not Available,"20,135 Kms",18.75 kmpl,999 CC,5,Blue,,,Jaipur
0,Petrol,Sedan,Automatic,1,Skoda,Skoda Octavia,2019,₹ 22.90 Lakh,Comprehensive,"29,882 Kms",15.1 kmpl,1798 CC,5,Black,,,Jaipur
0,Petrol,SUV,Automatic,1,MG,MG Hector,2020,₹ 15 Lakh,Not Available,"33,831 Kms",13.96 kmpl,1451 CC,5,Silver,,,Jaipur
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2018,₹ 3.80 Lakh,Not Available,"61,334 Kms",20.51 kmpl,998 CC,5,Silver,,,Jaipur
0,Diesel,Sedan,Automatic,3,BMW,BMW 3 Series,2017,₹ 17 Lakh,Not Available,"69,383 Kms",22.69 kmpl,1995 CC,5,Mediterranean Blue,,,Jaipur
0,Diesel,SUV,Manual,4,Mahindra,Mahindra Scorpio,2009,₹ 4.50 Lakh,Not Available,"1,57,312 Kms",12.05 kmpl,2179 CC,9,Mist Silver,,,Jaipur
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2017,₹ 5 Lakh,Not Available,"51,531 Kms",18.6 kmpl,1197 CC,5,Grey,,,Jaipur
0,Diesel,SUV,Manual,1,Kia,Kia Seltos,2019,₹ 9.45 Lakh,Not Available,"88,098 Kms",20.8 kmpl,1493 CC,5,Gravity Gray,,,Jaipur
0,Diesel,SUV,Manual,1,Honda,Honda BR-V,2016,₹ 5.25 Lakh,Comprehensive,"96,000 Kms",21.9 kmpl,1498 CC,7,Grey,,,Jaipur
0,Diesel,SUV,Manual,1,Hyundai,Hyundai Venue,2019,₹ 9.75 Lakh,Comprehensive,"77,901 Kms",23.7 kmpl,1396 CC,5,Blue,,,Jaipur
0,Diesel,Sedan,Manual,1,Skoda,Skoda Laura,2008,₹ 5.64 Lakh,Not Available,"1,33,946 Kms",17.5 kmpl,1896 CC,5,Candy White,,,Jaipur
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2016,₹ 3.26 Lakh,Third Party insurance,"70,593 Kms",19.81 kmpl,1086 CC,5,Silver,,,Jaipur
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2015,₹ 4.65 Lakh,Zero Dep,"82,556 Kms",18.6 kmpl,1197 CC,5,White,,,Jaipur
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2009,₹ 1.80 Lakh,Not Available,"42,160 Kms",18.9 kmpl,1061 CC,5,Blue,,,Jaipur
0,Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2018,₹ 7.10 Lakh,Third Party,"99,367 Kms",28.4 kmpl,1248 CC,5,Silver,,,Jaipur
0,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2018,₹ 7.94 Lakh,Zero Dep,"95,329 Kms",17 kmpl,1591 CC,5,Black,,,Jaipur
0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,₹ 4.65 Lakh,Comprehensive,"72,000 Kms",20.85 kmpl,1197 CC,5,White,,,Jaipur
0,Diesel,Hatchback,Manual,4,Hyundai,Hyundai i20,2011,₹ 1.50 Lakh,Not Available,"1,37,537 Kms",21.9 kmpl,1396 CC,5,White,,,Jaipur
0,Diesel,Sedan,Manual,1,Honda,Honda City,2014,₹ 5.20 Lakh,Comprehensive,"98,000 Kms",26 kmpl,1498 CC,5,White,,,Jaipur
0,Diesel,Sedan,Manual,3,Chevrolet,Chevrolet Cruze,2010,₹ 3.61 Lakh,Not Available,"1,52,098 Kms",18.3 kmpl,1991 CC,5,White,,,Jaipur
0,Diesel,Sedan,Manual,1,Renault,Renault Scala,2013,₹ 3.90 Lakh,Comprehensive,"88,329 Kms",21.64 kmpl,1461 CC,5,Silver,,,Jaipur
0,Diesel,SUV,Automatic,2,Toyota,Toyota Fortuner,2016,₹ 24.50 Lakh,Comprehensive,"1,26,000 Kms",11.5 kmpl,2982 CC,7,Silver,,,Jaipur
